order_id,product_id,produto,quantidade,preço tabelado,preço venda,diferença
10328,68,Scottish Longbreads,10,12.5,10,2.5
10334,68,Scottish Longbreads,10,12.5,10,2.5
10335,31,Gorgonzola Telino,25,12.5,10,2.5
10342,31,Gorgonzola Telino,56,12.5,10,2.5
10343,68,Scottish Longbreads,4,12.5,10,2.5
10356,31,Gorgonzola Telino,30,12.5,10,2.5
10359,31,Gorgonzola Telino,70,12.5,10,2.5
10363,31,Gorgonzola Telino,20,12.5,10,2.5
10374,31,Gorgonzola Telino,30,12.5,10,2.5
10376,31,Gorgonzola Telino,42,12.5,10,2.5
10385,68,Scottish Longbreads,8,12.5,10,2.5
10390,31,Gorgonzola Telino,60,12.5,10,2.5
10393,31,Gorgonzola Telino,32,12.5,10,2.5
10399,68,Scottish Longbreads,60,12.5,10,2.5
10417,68,Scottish Longbreads,36,12.5,10,2.5
10423,31,Gorgonzola Telino,14,12.5,10,2.5
10424,68,Scottish Longbreads,30,12.5,10,2.5
10446,31,Gorgonzola Telino,3,12.5,10,2.5
10460,68,Scottish Longbreads,21,12.5,10,2.5
10475,31,Gorgonzola Telino,35,12.5,10,2.5
10490,68,Scottish Longbreads,30,12.5,10,2.5
10496,31,Gorgonzola Telino,20,12.5,10,2.5
10287,46,Spegesild,15,12,9.6,2.39
10324,46,Spegesild,30,12,9.6,2.39
10390,46,Spegesild,45,12,9.6,2.39
10395,46,Spegesild,28,12,9.6,2.39
10417,46,Spegesild,2,12,9.6,2.39
10428,46,Spegesild,20,12,9.6,2.39
10436,46,Spegesild,5,12,9.6,2.39
10454,46,Spegesild,10,12,9.6,2.39
10459,46,Spegesild,20,12,9.6,2.39
10466,46,Spegesild,5,12,9.6,2.39
10254,74,Longlife Tofu,21,10,8,2
10259,21,Sir Rodney's Scones,10,10,8,2
10261,21,Sir Rodney's Scones,20,10,8,2
10263,74,Longlife Tofu,36,10,8,2
10289,3,Aniseed Syrup,30,10,8,2
10333,21,Sir Rodney's Scones,10,10,8,2
10368,21,Sir Rodney's Scones,5,10,8,2
10370,74,Longlife Tofu,20,10,8,2
10381,74,Longlife Tofu,14,10,8,2
10382,74,Longlife Tofu,50,10,8,2
10397,21,Sir Rodney's Scones,10,10,8,2
10405,3,Aniseed Syrup,50,10,8,2
10406,21,Sir Rodney's Scones,30,10,8,2
10409,21,Sir Rodney's Scones,12,10,8,2
10418,74,Longlife Tofu,15,10,8,2
10430,21,Sir Rodney's Scones,50,10,8,2
10439,74,Longlife Tofu,30,10,8,2
10456,21,Sir Rodney's Scones,40,10,8,2
10461,21,Sir Rodney's Scones,40,10,8,2
10477,21,Sir Rodney's Scones,21,10,8,2
10484,21,Sir Rodney's Scones,14,10,8,2
10485,3,Aniseed Syrup,20,10,8,2
10486,74,Longlife Tofu,16,10,8,2
10250,41,Jack's New England Clam Chowder,10,9.65,7.7,1.94
10260,41,Jack's New England Clam Chowder,16,9.65,7.7,1.94
10264,41,Jack's New England Clam Chowder,25,9.65,7.7,1.94
10316,41,Jack's New England Clam Chowder,10,9.65,7.7,1.94
10318,41,Jack's New England Clam Chowder,20,9.65,7.7,1.94
10340,41,Jack's New England Clam Chowder,12,9.65,7.7,1.94
10351,41,Jack's New England Clam Chowder,13,9.65,7.7,1.94
10379,41,Jack's New England Clam Chowder,8,9.65,7.7,1.94
10411,41,Jack's New England Clam Chowder,25,9.65,7.7,1.94
10444,41,Jack's New England Clam Chowder,30,9.65,7.7,1.94
10495,41,Jack's New England Clam Chowder,20,9.65,7.7,1.94
10332,47,Zaanse koeken,16,9.5,7.6,1.9
10388,45,Rogede sild,15,9.5,7.6,1.9
10418,47,Zaanse koeken,55,9.5,7.6,1.9
10431,47,Zaanse koeken,30,9.5,7.6,1.9
10465,45,Rogede sild,30,9.5,7.6,1.9
10480,47,Zaanse koeken,30,9.5,7.6,1.9
10281,19,Teatime Chocolate Biscuits,1,9.2,7.3,1.89
10283,19,Teatime Chocolate Biscuits,18,9.2,7.3,1.89
10299,19,Teatime Chocolate Biscuits,15,9.2,7.3,1.89
10329,19,Teatime Chocolate Biscuits,10,9.2,7.3,1.89
10345,19,Teatime Chocolate Biscuits,80,9.2,7.3,1.89
10414,19,Teatime Chocolate Biscuits,18,9.2,7.3,1.89
10416,19,Teatime Chocolate Biscuits,20,9.2,7.3,1.89
10421,19,Teatime Chocolate Biscuits,4,9.2,7.3,1.89
10438,19,Teatime Chocolate Biscuits,15,9.2,7.3,1.89
10446,19,Teatime Chocolate Biscuits,12,9.2,7.3,1.89
10447,19,Teatime Chocolate Biscuits,40,9.2,7.3,1.89
10463,19,Teatime Chocolate Biscuits,21,9.2,7.3,1.89
10487,19,Teatime Chocolate Biscuits,5,9.2,7.3,1.89
10337,23,Tunnbrd,40,9,7.2,1.8
10348,23,Tunnbrd,25,9,7.2,1.8
10396,23,Tunnbrd,40,9,7.2,1.8
10402,23,Tunnbrd,60,9,7.2,1.8
10462,23,Tunnbrd,21,9,7.2,1.8
10470,23,Tunnbrd,15,9,7.2,1.8
10495,23,Tunnbrd,10,9,7.2,1.8
10280,75,Rhnbru Klosterbier,30,7.75,6.2,1.55
10293,75,Rhnbru Klosterbier,6,7.75,6.2,1.55
10294,75,Rhnbru Klosterbier,6,7.75,6.2,1.55
10312,75,Rhnbru Klosterbier,10,7.75,6.2,1.55
10326,75,Rhnbru Klosterbier,50,7.75,6.2,1.55
10347,75,Rhnbru Klosterbier,6,7.75,6.2,1.55
10363,75,Rhnbru Klosterbier,12,7.75,6.2,1.55
10436,75,Rhnbru Klosterbier,24,7.75,6.2,1.55
10460,75,Rhnbru Klosterbier,4,7.75,6.2,1.55
10474,75,Rhnbru Klosterbier,10,7.75,6.2,1.55
10490,75,Rhnbru Klosterbier,36,7.75,6.2,1.55
10288,54,Tourtire,10,7.45,5.9,1.54
10306,54,Tourtire,5,7.45,5.9,1.54
10331,54,Tourtire,15,7.45,5.9,1.54
10349,54,Tourtire,24,7.45,5.9,1.54
10352,54,Tourtire,20,7.45,5.9,1.54
10360,54,Tourtire,28,7.45,5.9,1.54
10362,54,Tourtire,24,7.45,5.9,1.54
10367,54,Tourtire,18,7.45,5.9,1.54
10375,54,Tourtire,10,7.45,5.9,1.54
10408,54,Tourtire,6,7.45,5.9,1.54
10432,54,Tourtire,40,7.45,5.9,1.54
10442,54,Tourtire,80,7.45,5.9,1.54
10445,54,Tourtire,15,7.45,5.9,1.54
10450,54,Tourtire,6,7.45,5.9,1.54
10487,54,Tourtire,24,7.45,5.9,1.54
10322,52,Filo Mix,20,7,5.6,1.4
10334,52,Filo Mix,8,7,5.6,1.4
10388,52,Filo Mix,20,7,5.6,1.4
10446,52,Filo Mix,15,7,5.6,1.4
10449,52,Filo Mix,20,7,5.6,1.4
10276,13,Konbu,10,6,4.8,1.19
10291,13,Konbu,20,6,4.8,1.19
10325,13,Konbu,12,6,4.8,1.19
10383,13,Konbu,20,6,4.8,1.19
10391,13,Konbu,18,6,4.8,1.19
10394,13,Konbu,10,6,4.8,1.19
10420,13,Konbu,2,6,4.8,1.19
10462,13,Konbu,1,6,4.8,1.19
10254,24,Guaran Fantstica,15,4.5,3.6,0.9
10263,24,Guaran Fantstica,28,4.5,3.6,0.9
10275,24,Guaran Fantstica,12,4.5,3.6,0.9
10280,24,Guaran Fantstica,12,4.5,3.6,0.9
10281,24,Guaran Fantstica,6,4.5,3.6,0.9
10293,24,Guaran Fantstica,10,4.5,3.6,0.9
10352,24,Guaran Fantstica,10,4.5,3.6,0.9
10355,24,Guaran Fantstica,25,4.5,3.6,0.9
10358,24,Guaran Fantstica,10,4.5,3.6,0.9
10386,24,Guaran Fantstica,15,4.5,3.6,0.9
10387,24,Guaran Fantstica,15,4.5,3.6,0.9
10446,24,Guaran Fantstica,20,4.5,3.6,0.9
10465,24,Guaran Fantstica,25,4.5,3.6,0.9
10467,24,Guaran Fantstica,28,4.5,3.6,0.9
10472,24,Guaran Fantstica,80,4.5,3.6,0.9
10252,33,Geitost,25,2.5,2,0.5
10269,33,Geitost,60,2.5,2,0.5
10271,33,Geitost,24,2.5,2,0.5
10273,33,Geitost,20,2.5,2,0.5
10341,33,Geitost,8,2.5,2,0.5
10382,33,Geitost,60,2.5,2,0.5
10410,33,Geitost,49,2.5,2,0.5
10414,33,Geitost,50,2.5,2,0.5
10415,33,Geitost,20,2.5,2,0.5
10454,33,Geitost,20,2.5,2,0.5
10473,33,Geitost,12,2.5,2,0.5
